image_id,PDBid,image,Label_D1,Label_N2,Label_S2,Model2,time
63,2950,M0776_S00470_W1_F0_2194.jpg,"NA",Syngamy,"NA",Syngamy,2194
64,2950,M0776_S00470_W1_F0_2214.jpg,"NA",Syngamy,"NA",Syngamy,2214
65,2950,M0776_S00470_W1_F0_2234.jpg,"NA",Syngamy,"NA",Syngamy,2234
66,2950,M0776_S00470_W1_F0_2254.jpg,"NA",Syngamy,"NA",Syngamy,2254
67,2950,M0776_S00470_W1_F0_226.jpg,"NA",Syngamy,"NA",Syngamy,226
68,2950,M0776_S00470_W1_F0_2274.jpg,"NA",Syngamy,"NA",Syngamy,2274
69,2950,M0776_S00470_W1_F0_2294.jpg,"NA",Syngamy,"NA",Syngamy,2294
70,2950,M0776_S00470_W1_F0_2314.jpg,"NA",Syngamy,"NA",Syngamy,2314
71,2950,M0776_S00470_W1_F0_2334.jpg,"NA",Syngamy,"NA",Syngamy,2334
72,2950,M0776_S00470_W1_F0_2354.jpg,"NA",Syngamy,"NA",Syngamy,2354
73,2950,M0776_S00470_W1_F0_2374.jpg,"NA",Syngamy,"NA",Syngamy,2374
74,2950,M0776_S00470_W1_F0_2394.jpg,"NA",Syngamy,"NA",Syngamy,2394
75,2950,M0776_S00470_W1_F0_2414.jpg,"NA",Syngamy,"NA",Syngamy,2414
76,2950,M0776_S00470_W1_F0_2434.jpg,"NA",Syngamy,"NA",Syngamy,2434
77,2950,M0776_S00470_W1_F0_2454.jpg,"NA",Syngamy,"NA",Syngamy,2454
78,2950,M0776_S00470_W1_F0_246.jpg,"NA",Syngamy,"NA",Syngamy,246
79,2950,M0776_S00470_W1_F0_2474.jpg,"NA",Syngamy,"NA",Syngamy,2474
80,2950,M0776_S00470_W1_F0_2494.jpg,"NA",Syngamy,"NA",Syngamy,2494
81,2950,M0776_S00470_W1_F0_2514.jpg,"NA",Syngamy,"NA",Syngamy,2514
82,2950,M0776_S00470_W1_F0_2534.jpg,"NA",Syngamy,"NA",Syngamy,2534
83,2950,M0776_S00470_W1_F0_2554.jpg,"NA",Syngamy,"NA",Syngamy,2554
84,2950,M0776_S00470_W1_F0_2574.jpg,"NA",Syngamy,"NA",Syngamy,2574
85,2950,M0776_S00470_W1_F0_2594.jpg,"NA",Syngamy,"NA",Syngamy,2594
86,2950,M0776_S00470_W1_F0_2614.jpg,"NA",unclear,"NA","NA",2614
87,2950,M0776_S00470_W1_F0_2634.jpg,"NA",unclear,"NA","NA",2634
88,2950,M0776_S00470_W1_F0_2655.jpg,"NA",unclear,"NA","NA",2655
89,2950,M0776_S00470_W1_F0_266.jpg,"NA",Syngamy,"NA",Syngamy,266
90,2950,M0776_S00470_W1_F0_2675.jpg,"NA",unclear,"NA","NA",2675
91,2950,M0776_S00470_W1_F0_2695.jpg,"NA",unclear,"NA","NA",2695
92,2950,M0776_S00470_W1_F0_2715.jpg,"NA",unclear,"NA","NA",2715
93,2950,M0776_S00470_W1_F0_2735.jpg,"NA",unclear,"NA","NA",2735
94,2950,M0776_S00470_W1_F0_2755.jpg,"NA",unclear,"NA","NA",2755
95,2950,M0776_S00470_W1_F0_2776.jpg,"NA",unclear,"NA","NA",2776
96,2950,M0776_S00470_W1_F0_2806.jpg,"NA",unclear,"NA","NA",2806
97,2950,M0776_S00470_W1_F0_2826.jpg,"NA",unclear,"NA","NA",2826
98,2950,M0776_S00470_W1_F0_2846.jpg,"NA",unclear,"NA","NA",2846
99,2950,M0776_S00470_W1_F0_286.jpg,"NA",Syngamy,"NA",Syngamy,286
100,2950,M0776_S00470_W1_F0_2866.jpg,"NA",unclear,"NA","NA",2866
101,2950,M0776_S00470_W1_F0_2886.jpg,"NA",unclear,"NA","NA",2886
102,2950,M0776_S00470_W1_F0_2906.jpg,"NA",unclear,"NA","NA",2906
103,2950,M0776_S00470_W1_F0_2926.jpg,"NA",unclear,"NA","NA",2926
104,2950,M0776_S00470_W1_F0_2946.jpg,"NA",unclear,"NA","NA",2946
105,2950,M0776_S00470_W1_F0_2966.jpg,"NA",unclear,"NA","NA",2966
106,2950,M0776_S00470_W1_F0_2986.jpg,"NA",unclear,"NA","NA",2986
107,2950,M0776_S00470_W1_F0_3006.jpg,"NA",unclear,"NA","NA",3006
108,2950,M0776_S00470_W1_F0_3026.jpg,"NA",unclear,"NA","NA",3026
109,2950,M0776_S00470_W1_F0_3046.jpg,"NA",unclear,"NA","NA",3046
110,2950,M0776_S00470_W1_F0_306.jpg,"NA",Syngamy,"NA",Syngamy,306
111,2950,M0776_S00470_W1_F0_3066.jpg,"NA",unclear,"NA","NA",3066
112,2950,M0776_S00470_W1_F0_3087.jpg,"NA",unclear,"NA","NA",3087
113,2950,M0776_S00470_W1_F0_3116.jpg,"NA",unclear,"NA","NA",3116
114,2950,M0776_S00470_W1_F0_3136.jpg,"NA",unclear,"NA","NA",3136
115,2950,M0776_S00470_W1_F0_3156.jpg,"NA",unclear,"NA","NA",3156
116,2950,M0776_S00470_W1_F0_3176.jpg,"NA",unclear,"NA","NA",3176
117,2950,M0776_S00470_W1_F0_3196.jpg,"NA",unclear,"NA","NA",3196
118,2950,M0776_S00470_W1_F0_3216.jpg,"NA",unclear,"NA","NA",3216
119,2950,M0776_S00470_W1_F0_3236.jpg,"NA",unclear,"NA","NA",3236
120,2950,M0776_S00470_W1_F0_3256.jpg,"NA",unclear,"NA","NA",3256
121,2950,M0776_S00470_W1_F0_326.jpg,"NA",Syngamy,"NA",Syngamy,326
122,2950,M0776_S00470_W1_F0_3276.jpg,"NA",unclear,"NA","NA",3276
123,2950,M0776_S00470_W1_F0_3296.jpg,"NA",unclear,"NA","NA",3296
124,2950,M0776_S00470_W1_F0_3316.jpg,"NA",unclear,"NA","NA",3316
125,2950,M0776_S00470_W1_F0_3336.jpg,"NA",unclear,"NA","NA",3336
126,2959,M0776_S00470_W10_F0_1008.jpg,"NA",Empty,"NA",Empty,1008
127,2959,M0776_S00470_W10_F0_1028.jpg,"NA",Empty,"NA",Empty,1028
128,2959,M0776_S00470_W10_F0_1048.jpg,"NA",Empty,"NA",Empty,1048
129,2959,M0776_S00470_W10_F0_1068.jpg,"NA",Empty,"NA",Empty,1068
130,2959,M0776_S00470_W10_F0_108.jpg,"NA",Empty,"NA",Empty,108
131,2959,M0776_S00470_W10_F0_1088.jpg,"NA",Empty,"NA",Empty,1088
132,2959,M0776_S00470_W10_F0_1118.jpg,"NA",Empty,"NA",Empty,1118
133,2959,M0776_S00470_W10_F0_1138.jpg,"NA",Empty,"NA",Empty,1138
134,2959,M0776_S00470_W10_F0_1158.jpg,"NA",Empty,"NA",Empty,1158
135,2959,M0776_S00470_W10_F0_1178.jpg,"NA",Empty,"NA",Empty,1178
136,2959,M0776_S00470_W10_F0_1198.jpg,"NA",Empty,"NA",Empty,1198
137,2959,M0776_S00470_W10_F0_1228.jpg,"NA",Empty,"NA",Empty,1228
138,2959,M0776_S00470_W10_F0_1251.jpg,"NA",Empty,"NA",Empty,1251
139,2959,M0776_S00470_W10_F0_128.jpg,"NA",Empty,"NA",Empty,128
140,2959,M0776_S00470_W10_F0_1281.jpg,"NA",Empty,"NA",Empty,1281
141,2959,M0776_S00470_W10_F0_1311.jpg,"NA",Empty,"NA",Empty,1311
142,2959,M0776_S00470_W10_F0_1331.jpg,"NA",Empty,"NA",Empty,1331
143,2959,M0776_S00470_W10_F0_1361.jpg,"NA",Empty,"NA",Empty,1361
144,2959,M0776_S00470_W10_F0_1391.jpg,"NA",Empty,"NA",Empty,1391
145,2959,M0776_S00470_W10_F0_1421.jpg,"NA",Empty,"NA",Empty,1421
146,2959,M0776_S00470_W10_F0_1441.jpg,"NA",Empty,"NA",Empty,1441
147,2959,M0776_S00470_W10_F0_1461.jpg,"NA",Empty,"NA",Empty,1461
148,2959,M0776_S00470_W10_F0_148.jpg,"NA",Empty,"NA",Empty,148
149,2959,M0776_S00470_W10_F0_1491.jpg,"NA",Empty,"NA",Empty,1491
150,2959,M0776_S00470_W10_F0_1522.jpg,"NA",Empty,"NA",Empty,1522
151,2959,M0776_S00470_W10_F0_1551.jpg,"NA",Empty,"NA",Empty,1551
152,2959,M0776_S00470_W10_F0_1572.jpg,"NA",Empty,"NA",Empty,1572
153,2959,M0776_S00470_W10_F0_1602.jpg,"NA",Empty,"NA",Empty,1602
154,2959,M0776_S00470_W10_F0_1630.jpg,"NA",Empty,"NA",Empty,1630
155,2959,M0776_S00470_W10_F0_1655.jpg,"NA",Empty,"NA",Empty,1655
156,2959,M0776_S00470_W10_F0_1675.jpg,"NA",Empty,"NA",Empty,1675
157,2959,M0776_S00470_W10_F0_168.jpg,"NA",Empty,"NA",Empty,168
158,2959,M0776_S00470_W10_F0_1705.jpg,"NA",Empty,"NA",Empty,1705
159,2959,M0776_S00470_W10_F0_1735.jpg,"NA",Empty,"NA",Empty,1735
160,2959,M0776_S00470_W10_F0_1755.jpg,"NA",Empty,"NA",Empty,1755
161,2959,M0776_S00470_W10_F0_1775.jpg,"NA",Empty,"NA",Empty,1775
162,2959,M0776_S00470_W10_F0_1805.jpg,"NA",Empty,"NA",Empty,1805
163,2959,M0776_S00470_W10_F0_1825.jpg,"NA",Empty,"NA",Empty,1825
164,2959,M0776_S00470_W10_F0_1845.jpg,"NA",Empty,"NA",Empty,1845
165,2959,M0776_S00470_W10_F0_1865.jpg,"NA",Empty,"NA",Empty,1865
166,2959,M0776_S00470_W10_F0_188.jpg,"NA",Empty,"NA",Empty,188
167,2959,M0776_S00470_W10_F0_1895.jpg,"NA",Empty,"NA",Empty,1895
168,2959,M0776_S00470_W10_F0_1915.jpg,"NA",Empty,"NA",Empty,1915
169,2959,M0776_S00470_W10_F0_1935.jpg,"NA",Empty,"NA",Empty,1935
170,2959,M0776_S00470_W10_F0_1955.jpg,"NA",Empty,"NA",Empty,1955
171,2959,M0776_S00470_W10_F0_1975.jpg,"NA",Empty,"NA",Empty,1975
172,2959,M0776_S00470_W10_F0_1996.jpg,"NA",Empty,"NA",Empty,1996
173,2959,M0776_S00470_W10_F0_2016.jpg,"NA",Empty,"NA",Empty,2016
174,2959,M0776_S00470_W10_F0_2036.jpg,"NA",Empty,"NA",Empty,2036
175,2959,M0776_S00470_W10_F0_2066.jpg,"NA",Empty,"NA",Empty,2066
176,2959,M0776_S00470_W10_F0_208.jpg,"NA",Empty,"NA",Empty,208
177,2959,M0776_S00470_W10_F0_2086.jpg,"NA",Empty,"NA",Empty,2086
178,2959,M0776_S00470_W10_F0_2116.jpg,"NA",Empty,"NA",Empty,2116
179,2959,M0776_S00470_W10_F0_2136.jpg,"NA",Empty,"NA",Empty,2136
180,2959,M0776_S00470_W10_F0_2166.jpg,"NA",Empty,"NA",Empty,2166
181,2959,M0776_S00470_W10_F0_2186.jpg,"NA",Empty,"NA",Empty,2186
182,2959,M0776_S00470_W10_F0_2216.jpg,"NA",Empty,"NA",Empty,2216
183,2959,M0776_S00470_W10_F0_2236.jpg,"NA",Empty,"NA",Empty,2236
184,2959,M0776_S00470_W10_F0_2266.jpg,"NA",Empty,"NA",Empty,2266
185,2959,M0776_S00470_W10_F0_228.jpg,"NA",Empty,"NA",Empty,228
186,2959,M0776_S00470_W10_F0_2286.jpg,"NA",Empty,"NA",Empty,2286
187,2959,M0776_S00470_W10_F0_2316.jpg,"NA",Empty,"NA",Empty,2316
188,2959,M0776_S00470_W10_F0_2336.jpg,"NA",Empty,"NA",Empty,2336
189,2959,M0776_S00470_W10_F0_2356.jpg,"NA",Empty,"NA",Empty,2356
190,2959,M0776_S00470_W10_F0_2386.jpg,"NA",Empty,"NA",Empty,2386
191,2959,M0776_S00470_W10_F0_2406.jpg,"NA",Empty,"NA",Empty,2406
192,2959,M0776_S00470_W10_F0_2426.jpg,"NA",Empty,"NA",Empty,2426
193,2959,M0776_S00470_W10_F0_2456.jpg,"NA",Empty,"NA",Empty,2456
194,2959,M0776_S00470_W10_F0_2476.jpg,"NA",Empty,"NA",Empty,2476
195,2959,M0776_S00470_W10_F0_248.jpg,"NA",Empty,"NA",Empty,248
196,2959,M0776_S00470_W10_F0_2496.jpg,"NA",Empty,"NA",Empty,2496
197,2959,M0776_S00470_W10_F0_2526.jpg,"NA",Empty,"NA",Empty,2526
198,2959,M0776_S00470_W10_F0_2546.jpg,"NA",Empty,"NA",Empty,2546
199,2959,M0776_S00470_W10_F0_2566.jpg,"NA",Empty,"NA",Empty,2566
200,2959,M0776_S00470_W10_F0_2596.jpg,"NA",Empty,"NA",Empty,2596
201,2959,M0776_S00470_W10_F0_2616.jpg,"NA",Empty,"NA",Empty,2616
202,2959,M0776_S00470_W10_F0_2646.jpg,"NA",Empty,"NA",Empty,2646
203,2959,M0776_S00470_W10_F0_2676.jpg,"NA",Empty,"NA",Empty,2676
204,2959,M0776_S00470_W10_F0_268.jpg,"NA",Empty,"NA",Empty,268
205,2959,M0776_S00470_W10_F0_2696.jpg,"NA",Empty,"NA",Empty,2696
206,2959,M0776_S00470_W10_F0_2716.jpg,"NA",Empty,"NA",Empty,2716
207,2959,M0776_S00470_W10_F0_2736.jpg,"NA",Empty,"NA",Empty,2736
208,2959,M0776_S00470_W10_F0_2756.jpg,"NA",Empty,"NA",Empty,2756
209,2959,M0776_S00470_W10_F0_2778.jpg,"NA",Empty,"NA",Empty,2778
210,2959,M0776_S00470_W10_F0_2808.jpg,"NA",Empty,"NA",Empty,2808
211,2959,M0776_S00470_W10_F0_2828.jpg,"NA",Empty,"NA",Empty,2828
212,2959,M0776_S00470_W10_F0_2848.jpg,"NA",Empty,"NA",Empty,2848
213,2959,M0776_S00470_W10_F0_2878.jpg,"NA",Empty,"NA",Empty,2878
214,2959,M0776_S00470_W10_F0_288.jpg,"NA",Empty,"NA",Empty,288
215,2959,M0776_S00470_W10_F0_2898.jpg,"NA",Empty,"NA",Empty,2898
216,2959,M0776_S00470_W10_F0_2918.jpg,"NA",Empty,"NA",Empty,2918
217,2959,M0776_S00470_W10_F0_2938.jpg,"NA",Empty,"NA",Empty,2938
218,2959,M0776_S00470_W10_F0_2968.jpg,"NA",Empty,"NA",Empty,2968
219,2959,M0776_S00470_W10_F0_2988.jpg,"NA",Empty,"NA",Empty,2988
220,2959,M0776_S00470_W10_F0_3008.jpg,"NA",Empty,"NA",Empty,3008
221,2959,M0776_S00470_W10_F0_3028.jpg,"NA",Empty,"NA",Empty,3028
222,2959,M0776_S00470_W10_F0_3048.jpg,"NA",Empty,"NA",Empty,3048
223,2959,M0776_S00470_W10_F0_3068.jpg,"NA",Empty,"NA",Empty,3068
224,2959,M0776_S00470_W10_F0_3088.jpg,"NA",Empty,"NA",Empty,3088
225,2959,M0776_S00470_W10_F0_3118.jpg,"NA",Empty,"NA",Empty,3118
226,2959,M0776_S00470_W10_F0_3139.jpg,"NA",Empty,"NA",Empty,3139
227,2959,M0776_S00470_W10_F0_3168.jpg,"NA",Empty,"NA",Empty,3168
228,2959,M0776_S00470_W10_F0_318.jpg,"NA",Empty,"NA",Empty,318
229,2959,M0776_S00470_W10_F0_3188.jpg,"NA",Empty,"NA",Empty,3188
230,2959,M0776_S00470_W10_F0_3208.jpg,"NA",Empty,"NA",Empty,3208
231,2959,M0776_S00470_W10_F0_3238.jpg,"NA",Empty,"NA",Empty,3238
232,2959,M0776_S00470_W10_F0_3268.jpg,"NA",Empty,"NA",Empty,3268
233,2959,M0776_S00470_W10_F0_3288.jpg,"NA",Empty,"NA",Empty,3288
234,2959,M0776_S00470_W10_F0_3308.jpg,"NA",Empty,"NA",Empty,3308
235,2959,M0776_S00470_W10_F0_3328.jpg,"NA",Empty,"NA",Empty,3328
236,2959,M0776_S00470_W10_F0_3358.jpg,"NA",Empty,"NA",Empty,3358
237,2959,M0776_S00470_W10_F0_3378.jpg,"NA",Empty,"NA",Empty,3378
238,2959,M0776_S00470_W10_F0_338.jpg,"NA",Empty,"NA",Empty,338
239,2959,M0776_S00470_W10_F0_3398.jpg,"NA",Empty,"NA",Empty,3398
240,2959,M0776_S00470_W10_F0_3418.jpg,"NA",Empty,"NA",Empty,3418
241,2959,M0776_S00470_W10_F0_3438.jpg,"NA",Empty,"NA",Empty,3438
242,2959,M0776_S00470_W10_F0_3458.jpg,"NA",Empty,"NA",Empty,3458
243,2959,M0776_S00470_W10_F0_3488.jpg,"NA",Empty,"NA",Empty,3488
244,2959,M0776_S00470_W10_F0_3508.jpg,"NA",Empty,"NA",Empty,3508
245,2959,M0776_S00470_W10_F0_3528.jpg,"NA",Empty,"NA",Empty,3528
246,2959,M0776_S00470_W10_F0_3548.jpg,"NA",Empty,"NA",Empty,3548
247,2959,M0776_S00470_W10_F0_3568.jpg,"NA",Empty,"NA",Empty,3568
248,2959,M0776_S00470_W10_F0_358.jpg,"NA",Empty,"NA",Empty,358
249,2959,M0776_S00470_W10_F0_3588.jpg,"NA",Empty,"NA",Empty,3588
250,2959,M0776_S00470_W10_F0_3608.jpg,"NA",Empty,"NA",Empty,3608
251,2959,M0776_S00470_W10_F0_3628.jpg,"NA",Empty,"NA",Empty,3628
252,2959,M0776_S00470_W10_F0_3659.jpg,"NA",Empty,"NA",Empty,3659
253,2959,M0776_S00470_W10_F0_3689.jpg,"NA",Empty,"NA",Empty,3689
254,2959,M0776_S00470_W10_F0_3709.jpg,"NA",Empty,"NA",Empty,3709
255,2959,M0776_S00470_W10_F0_3729.jpg,"NA",Empty,"NA",Empty,3729
256,2959,M0776_S00470_W10_F0_3758.jpg,"NA",Empty,"NA",Empty,3758
257,2959,M0776_S00470_W10_F0_3778.jpg,"NA",Empty,"NA",Empty,3778
258,2959,M0776_S00470_W10_F0_3798.jpg,"NA",Empty,"NA",Empty,3798
259,2959,M0776_S00470_W10_F0_3819.jpg,"NA",Empty,"NA",Empty,3819
260,2959,M0776_S00470_W10_F0_3848.jpg,"NA",Empty,"NA",Empty,3848
261,2959,M0776_S00470_W10_F0_3868.jpg,"NA",Empty,"NA",Empty,3868
262,2959,M0776_S00470_W10_F0_388.jpg,"NA",Empty,"NA",Empty,388
263,2959,M0776_S00470_W10_F0_3898.jpg,"NA",Empty,"NA",Empty,3898
264,2959,M0776_S00470_W10_F0_3918.jpg,"NA",Empty,"NA",Empty,3918
265,2959,M0776_S00470_W10_F0_3948.jpg,"NA",Empty,"NA",Empty,3948
266,2959,M0776_S00470_W10_F0_3969.jpg,"NA",Empty,"NA",Empty,3969
267,2959,M0776_S00470_W10_F0_3989.jpg,"NA",Empty,"NA",Empty,3989
268,2959,M0776_S00470_W10_F0_4009.jpg,"NA",Empty,"NA",Empty,4009
269,2959,M0776_S00470_W10_F0_4029.jpg,"NA",Empty,"NA",Empty,4029
270,2959,M0776_S00470_W10_F0_4059.jpg,"NA",Empty,"NA",Empty,4059
271,2959,M0776_S00470_W10_F0_4079.jpg,"NA",Empty,"NA",Empty,4079
272,2959,M0776_S00470_W10_F0_408.jpg,"NA",Empty,"NA",Empty,408
273,2959,M0776_S00470_W10_F0_4099.jpg,"NA",Empty,"NA",Empty,4099
274,2959,M0776_S00470_W10_F0_4129.jpg,"NA",Empty,"NA",Empty,4129
275,2959,M0776_S00470_W10_F0_4149.jpg,"NA",Empty,"NA",Empty,4149
276,2959,M0776_S00470_W10_F0_4169.jpg,"NA",Empty,"NA",Empty,4169
277,2959,M0776_S00470_W10_F0_4189.jpg,"NA",Empty,"NA",Empty,4189
278,2959,M0776_S00470_W10_F0_4209.jpg,"NA",Empty,"NA",Empty,4209
279,2959,M0776_S00470_W10_F0_4229.jpg,"NA",Empty,"NA",Empty,4229
280,2959,M0776_S00470_W10_F0_4259.jpg,"NA",Empty,"NA",Empty,4259
281,2959,M0776_S00470_W10_F0_428.jpg,"NA",Empty,"NA",Empty,428
282,2959,M0776_S00470_W10_F0_4289.jpg,"NA",Empty,"NA",Empty,4289
283,2959,M0776_S00470_W10_F0_4309.jpg,"NA",Empty,"NA",Empty,4309
284,2959,M0776_S00470_W10_F0_4339.jpg,"NA",Empty,"NA",Empty,4339
285,2959,M0776_S00470_W10_F0_448.jpg,"NA",Empty,"NA",Empty,448
286,2959,M0776_S00470_W10_F0_468.jpg,"NA",Empty,"NA",Empty,468
287,2959,M0776_S00470_W10_F0_47.jpg,"NA",Empty,"NA",Empty,47
288,2959,M0776_S00470_W10_F0_488.jpg,"NA",Empty,"NA",Empty,488
289,2959,M0776_S00470_W10_F0_508.jpg,"NA",Empty,"NA",Empty,508
290,2959,M0776_S00470_W10_F0_528.jpg,"NA",Empty,"NA",Empty,528
291,2959,M0776_S00470_W10_F0_548.jpg,"NA",Empty,"NA",Empty,548
292,2959,M0776_S00470_W10_F0_568.jpg,"NA",Empty,"NA",Empty,568
293,2959,M0776_S00470_W10_F0_588.jpg,"NA",Empty,"NA",Empty,588
294,2959,M0776_S00470_W10_F0_618.jpg,"NA",Empty,"NA",Empty,618
295,2959,M0776_S00470_W10_F0_638.jpg,"NA",Empty,"NA",Empty,638
296,2959,M0776_S00470_W10_F0_658.jpg,"NA",Empty,"NA",Empty,658
297,2959,M0776_S00470_W10_F0_67.jpg,"NA",Empty,"NA",Empty,67
298,2959,M0776_S00470_W10_F0_678.jpg,"NA",Empty,"NA",Empty,678
299,2959,M0776_S00470_W10_F0_698.jpg,"NA",Empty,"NA",Empty,698
300,2959,M0776_S00470_W10_F0_718.jpg,"NA",Empty,"NA",Empty,718
301,2959,M0776_S00470_W10_F0_748.jpg,"NA",Empty,"NA",Empty,748
302,2959,M0776_S00470_W10_F0_768.jpg,"NA",Empty,"NA",Empty,768
303,2959,M0776_S00470_W10_F0_798.jpg,"NA",Empty,"NA",Empty,798
304,2959,M0776_S00470_W10_F0_818.jpg,"NA",Empty,"NA",Empty,818
